FIPS,State,County,PCT_DIABETES_ADULTS15,PCT_OBESE_ADULTS13,PCT_LACCESS_POP15,PCT_LACCESS_LOWI15,PCT_LACCESS_SNAP15,GROCPTH15,FFRPTH15
31025,NE,Cass,8.9,35.4,24.52532257,5.228175251,1.172222826,0.19589406,0.391788121
48419,TX,Shelby,11.7,31.2,13.9966767,5.744454126,2.235581771,0.195963159,0.391926318
06115,CA,Yuba,7.6,24.8,20.78084472,12.01933271,3.348555741,0.162236703,0.392072033
01107,AL,Pickens,16.4,36.4,2.679725717,0.89215884,0.699896428,0.196415419,0.392830837
18079,IN,Jennings,12.3,33,28.04520283,12.39743618,4.811301493,0.071428571,0.392857143
29057,MO,Dade,13.3,34.3,9.658800887,3.195295206,1.342278396,0.262191924,0.393287887
49037,UT,San Juan,10.6,26.7,57.06552111,34.22654886,12.34931022,0.131138942,0.393416825
19195,IA,Worth,11.9,33.7,8.149160094,2.570527732,1.323058943,0.262329486,0.393494229
13181,GA,Lincoln,14.1,29,4.48387828,2.798391487,0.892073817,0.13119916,0.393597481
42111,PA,Somerset,12.5,37.7,16.0164096,6.419991764,3.173884754,0.209924165,0.393607809
20179,KS,Sheridan,11.8,31.5,32.08693504,9.741125743,1.357858938,0.787711698,0.393855849
29141,MO,Morgan,11.3,28.3,3.156745162,1.505055947,0.449987357,0.395256917,0.395256917
53045,WA,Mason,11.1,30.5,8.695271333,3.303773077,1.812600252,0.214129235,0.395315511
51685,VA,Manassas Park,7.9,28.3,37.27849796,10.97760716,3.281715747,0.065902201,0.395413207
05113,AR,Polk,13.9,36.7,38.42603785,20.46797112,7.68243735,0.197775031,0.395550062
21225,KY,Union,11.6,30.7,6.46755557,4.618409363,0.715605722,0.329706561,0.395647873
40023,OK,Choctaw,15.5,36.2,48.38273668,26.61647079,13.14849014,0.06595871,0.395752259
18125,IN,Pike,12.6,36.4,7.711308212,2.417291511,1.027036191,0.237642586,0.396070976
17087,IL,Johnson,10.5,29.4,21.11929666,14.38632828,1.22067428,0.158717562,0.396793905
48175,TX,Goliad,11.9,29.2,36.80334236,9.645019827,2.841920479,0.132467877,0.39740363
37199,NC,Yancey,11.2,27,1.065015397,0.478037525,0.162596563,0.170319064,0.39741115
37069,NC,Franklin,14,31.2,4.477869989,2.220886588,0.884561693,0.111358575,0.397709195
40091,OK,McIntosh,13.8,37.9,11.8645397,5.688452493,1.619368807,0.298685783,0.39824771
39117,OH,Morrow,12.2,36.9,0.477549927,0.16170734,0.114310232,0.170687301,0.398270369
42005,PA,Armstrong,11.7,35.9,7.968617193,2.555495986,1.111207784,0.206535369,0.398318212
32033,NV,White Pine,9.2,28.7,44.54148017,13.84500529,2.294419461,0.298983456,0.398644608
55077,WI,Marquette,12.1,34.9,1.73968705,0.345861252,0.280291666,0.265780731,0.398671096
01111,AL,Randolph,14.9,30.9,14.72801232,6.815483083,2.763498519,0.133102622,0.399307866
27129,MN,Renville,8.2,29.5,33.066079,9.885379859,2.239667799,0.399334443,0.399334443
21219,KY,Todd,12.2,33.7,0.47552418,0.218962297,0.077996812,0.239616613,0.399361022
19175,IA,Union,11.8,37.8,19.53210374,6.262906474,2.317086129,0.239693193,0.399488655
13055,GA,Chattooga,11,34,5.073589452,3.124189505,1.261892281,0.280684871,0.400978387
48253,TX,Jones,9,27.4,21.4049251,8.748129159,2.356753614,0.200642055,0.401284109
05133,AR,Sevier,12.2,36.7,23.45916805,11.16325892,4.77179699,0.229542064,0.401698611
21039,KY,Carlisle,13.1,33.4,2.262358209,0.685891422,0.115443892,0.200883889,0.401767778
19123,IA,Mahaska,10.1,31.9,22.94849961,8.062921065,3.212209683,0.134108181,0.402324542
13317,GA,Wilkes,15.5,32.9,18.53864192,11.46729927,4.817262215,0.301810865,0.402414487
19001,IA,Adair,11.6,32.4,6.375785631,1.288695076,0.587491667,0.268312316,0.402468473
51163,VA,Rockbridge,11.4,24.8,20.18721782,5.393984795,2.191950892,0.179155283,0.403099386
18009,IN,Blackford,13.7,36,2.122043971,0.778982551,0.394279831,0.322554633,0.403193291
42067,PA,Juniata,12.3,34.7,18.22141734,7.872508454,2.205213633,0.201645427,0.403290853
51125,VA,Nelson,12.9,29.7,7.227350957,3.100373902,1.362104274,0.134680135,0.404040404
46079,SD,Lake,8.6,31.3,9.969145313,1.831297656,0.448428543,0.080853816,0.404269082
22021,LA,Caldwell,12.1,36.3,9.489005226,3.233251024,1.685966284,0.303214069,0.404285426
26067,MI,Ionia,10.3,38,8.701251109,2.78113194,0.969561121,0.139981958,0.404392323
17085,IL,Jo Daviess,13,29.5,19.94055632,6.172585061,1.144343516,0.179742968,0.404421677
51035,VA,Carroll,12.3,29.1,4.797179119,1.756058866,0.558147596,0.13503933,0.405117991
17005,IL,Bond,10,29.6,7.212030348,2.713725487,1.698911148,0.0579072,0.405350628
19025,IA,Calhoun,10.7,32.4,2.735491197,0.78324808,0.341080213,0.4054328,0.4054328
42115,PA,Susquehanna,10.1,30.4,5.012512663,1.882392495,0.547347121,0.190839695,0.405534351
40001,OK,Adair,14.3,38.6,7.278826956,3.803321393,1.684646742,0.135220409,0.405661228
29055,MO,Crawford,10.4,32.4,5.173495104,2.909866512,0.963167803,0.162271805,0.405679513
47167,TN,Tipton,13.5,35.4,18.56418775,6.125740729,2.494531473,0.129821657,0.40569268
28135,MS,Tallahatchie,15.3,39.6,51.18217314,30.27489968,11.97401667,0.135492175,0.406476526
54071,WV,Pendleton,14.3,36,38.7972397,18.13775671,6.672481233,0.271333605,0.407000407
16051,ID,Jefferson,8.8,32.7,11.69911983,5.942787619,1.847112906,0.074016506,0.407090781
12055,FL,Highlands,14.2,31,33.15960245,14.19067841,4.220678885,0.142513946,0.407182703
19037,IA,Chickasaw,10.4,32.7,15.07854029,4.899401335,1.101954373,0.16307893,0.407697326
26087,MI,Lapeer,10.7,30.3,9.262139,2.569364524,1.466383944,0.113439134,0.408380883
47033,TN,Crockett,13.8,33,0.747149115,0.260799902,0.104881048,0.340878102,0.409053722
31065,NE,Furnas,12.8,33.9,21.7974594,9.615024655,1.954811171,0.818330606,0.409165303
17169,IL,Schuyler,10.6,31.7,14.14591089,3.572213023,0.691904003,0.136425648,0.409276944
06035,CA,Lassen,7.6,23.9,49.06722119,7.298171514,2.017580849,0.220479385,0.409461715
40145,OK,Wagoner,11.4,33.5,28.40930926,7.943658963,2.552535743,0.0264194,0.40950041
35041,NM,Roosevelt,9.4,26.9,29.77572953,13.73231035,5.71316645,0.0511876,0.40950041
21011,KY,Bath,14.1,30.4,0.119968257,0.061744053,0.034628557,0.409634606,0.409634606
05149,AR,Yell,12.9,37.1,12.87357602,5.486704702,2.599882828,0.091112022,0.4100041
01099,AL,Monroe,17.8,35.3,24.76001675,12.83952666,3.664380744,0.273385884,0.410078826
38079,ND,Rolette,12.9,41.4,9.343647329,3.864678359,1.852923454,0.342090859,0.410509031
12039,FL,Gadsden,17.1,36.5,8.560033479,5.58381556,2.687376165,0.21607139,0.410535641
48333,TX,Mills,11.7,26.1,24.67764631,9.530773782,1.267236925,0.205338809,0.410677618
23021,ME,Piscataquis,12.3,33.3,4.432930748,1.969349024,0.70734524,0.41113591,0.41113591
38023,ND,Divide,10.1,27.1,33.25470959,9.866080857,1.023066334,0.411184211,0.411184211
29199,MO,Scotland,10,31.2,9.621943472,3.81981372,0.546912849,0.411268764,0.411268764
45025,SC,Chesterfield,14.8,34.8,13.28707841,7.263160776,3.542706935,0.260162602,0.411924119
48145,TX,Falls,11.5,29.8,13.84074552,6.520750051,2.407848378,0.176584849,0.412031314
22099,LA,St. Martin,10.7,34.2,4.09463319,1.664861994,0.617000997,0.262590265,0.412641846
22085,LA,Sabine,14.8,39.1,26.20121688,12.10174411,4.427130888,0.206620108,0.413240217
54099,WV,Wayne,16.5,37.7,12.81116712,4.400232186,1.893136972,0.170225184,0.413404017
21191,KY,Pendleton,15,32.4,0.781372011,0.238658422,0.074167898,0.137997654,0.413992962
01133,AL,Winston,13.2,30.2,5.959127003,2.655012846,0.881998326,0.33126294,0.414078675
30081,MT,Ravalli,8.9,23.3,4.550113931,1.953425987,0.673478346,0.292468925,0.414330977
26059,MI,Hillsdale,11,32,6.849002818,1.697486023,0.902494885,0.0436395,0.414575605
39111,OH,Monroe,14.9,36.8,5.721842539,1.917611768,0.548218514,0.069132389,0.414794331
19091,IA,Humboldt,9.7,31.8,14.85507819,5.151278844,1.425094948,0.31120332,0.414937759
42061,PA,Huntingdon,11.5,29.4,2.027802142,0.623320841,0.323945625,0.087431694,0.415300546
51043,VA,Clarke,10.7,26.8,1.266701738,0.286765786,0.073354371,0.138667406,0.416002219
17123,IL,Marshall,11.2,29.1,18.51919514,6.094072704,1.497602621,0.249708673,0.416181122
20157,KS,Republic,10.8,30.9,25.59245798,8.800213745,1.522979171,0.416406413,0.416406413
48001,TX,Anderson,11.7,31.6,39.53477954,15.49733872,3.599923765,0.086764885,0.416471446
27059,MN,Isanti,7.8,28,9.122140674,2.621149817,0.887409986,0.130164267,0.416525655
56045,WY,Weston,10,29.2,17.16519197,4.199466979,0.971077722,0.555478406,0.416608804
27105,MN,Nobles,7.8,28.8,29.7329779,8.998685608,2.666128876,0.324224178,0.416859657
54001,WV,Barbour,15.3,37.6,6.444377839,4.075060921,1.182248055,0.178933556,0.417511631
33019,NH,Sullivan,10.2,28.8,13.96187776,4.213013684,1.327053776,0.139201448,0.417604343
30053,MT,Lincoln,11.7,28.8,15.67273098,6.413761657,2.277189264,0.418300654,0.418300654
08121,CO,Washington,6.5,23.2,51.62086852,16.33628146,4.171195433,0.209205021,0.418410042
55107,WI,Rusk,10.1,31.7,33.49441626,14.38291379,5.162767662,0.209307193,0.418614386
29167,MO,Polk,11.4,29.4,5.676068932,2.507153336,1.034532483,0.096605912,0.41862562
48505,TX,Zapata,8.3,26.3,43.2706604,27.06712282,14.88922801,0.279349117,0.419023675
56003,WY,Big Horn,11.7,28.9,18.65292256,5.36664404,1.307810458,0.25146689,0.419111484
05059,AR,Hot Spring,12.2,34.7,15.69095315,6.710451164,2.612529255,0.179812994,0.419563654
55049,WI,Iowa,8.6,31.8,20.30132874,5.720431132,2.473342122,0.167890871,0.419727177
06011,CA,Colusa,9.6,25.4,8.268281955,2.951441934,0.95109118,0.420187684,0.420187684
48457,TX,Tyler,12.3,31,53.58062009,18.8567107,7.939864224,0.140069101,0.420207302
18045,IN,Fountain,13.9,29.8,18.70315825,6.416646779,1.878691832,0.240124865,0.420218514
19151,IA,Pocahontas,11.9,31.9,18.13975398,6.945429594,1.431273758,0.560381059,0.420285794
29009,MO,Barry,11,32.4,11.12462395,5.475756281,2.043345297,0.308451573,0.420615782
54019,WV,Fayette,14,35.6,15.06664319,8.363266027,4.378309103,0.199415049,0.420987326
04009,AZ,Graham,10.3,32.5,37.33063613,19.00577286,9.681956679,0.15807361,0.421529626
16039,ID,Elmore,8.6,29.8,32.22324991,12.99761119,2.601182838,0.153291945,0.421552847
29133,MO,Mississippi,12.6,31.9,0.323084677,0.214253917,0.104736421,0.351320967,0.42158516
05073,AR,Lafayette,15.3,36.3,21.13719463,9.40762472,3.96779176,0.281254395,0.421881592
22115,LA,Vernon,12.3,36.6,52.07251204,20.87942803,5.312189619,0.0383642,0.422005678
29139,MO,Montgomery,11.8,33.9,10.27273339,3.443931485,1.904389451,0.25335698,0.422261633
27043,MN,Faribault,8.8,27,13.04467832,5.082691109,1.412219964,0.422773393,0.422773393
13223,GA,Paulding,11,28.6,24.67216908,7.436337895,2.984342488,0.100679925,0.422855685
13093,GA,Dooly,14.8,34.7,1.674792461,1.004682549,0.465744945,0,0.422892585
28065,MS,Jefferson Davis,15.6,39.4,16.55020598,9.443810227,2.515309345,0.169176112,0.422940281
47017,TN,Carroll,14.6,32.4,8.707670638,3.379490811,1.318557661,0.211491012,0.422982023
05071,AR,Johnson,12.5,36.4,5.883889673,2.903847696,0.442174583,0.076908287,0.422995578
47073,TN,Hawkins,14.4,32.9,20.11777135,7.023901666,3.061461947,0.141006433,0.4230193
12037,FL,Franklin,11,32.2,2.488829933,1.010149771,0.601821446,0.507829031,0.423190859
48099,TX,Coryell,9.1,30.3,43.59208806,17.10548744,3.148247862,0.0397025,0.42349329
13271,GA,Telfair,12.3,30.9,2.29981566,1.086229105,0.738703957,0.242160068,0.423780119
55071,WI,Manitowoc,8.6,30.8,16.89898922,5.330741631,1.97918834,0.124750499,0.424151697
21221,KY,Trigg,13.8,33.4,12.91364232,5.940155476,1.59288966,0.212134069,0.424268137
46049,SD,Faulk,9.8,29.3,48.21984742,21.78017281,0.966469704,0.424268137,0.424268137
55015,WI,Calumet,8.1,31.3,25.07283807,4.311265458,1.399146951,0.121234164,0.424319573
55043,WI,Grant,8.2,31.9,11.29174919,3.959211904,1.105836452,0.250824828,0.424472786
13133,GA,Greene,15.4,29.7,3.756183053,1.683896141,0.538228754,0.363856883,0.424499697
18075,IN,Jay,15,34,19.39688454,8.618579047,3.674271222,0.141649747,0.424949242
24039,MD,Somerset,13.7,42.2,22.74041908,11.99754558,3.188266602,0.193356278,0.425383812
08115,CO,Sedgwick,8,22.1,18.56662012,4.932463069,1.716774938,0.425894378,0.425894378
01075,AL,Lamar,14.9,33.6,1.578911098,0.75067659,0.338448343,0.212977424,0.425954849
40117,OK,Pawnee,13.4,33.9,1.450792013,0.497970383,0.135469211,0.121943784,0.426803244
27113,MN,Pennington,8.3,27.5,18.12396197,5.418622841,1.621515714,0.142267748,0.426803244
12065,FL,Jefferson,11.7,32.2,16.25782084,7.194031789,3.312257241,0.213523132,0.427046263
46091,SD,Marshall,9.6,32.2,50.40204783,19.22230983,2.166414452,0.64061499,0.42707666
51095,VA,James City,10.5,25.2,35.03956991,7.076037529,1.866623256,0.123995977,0.427097254
42103,PA,Pike,10.5,29.1,6.255520913,2.378551691,0.871175527,0.142371554,0.427114662
19071,IA,Fremont,9.5,32.9,75.46749173,22.2352611,8.565851171,0.42722871,0.42722871
21139,KY,Livingston,12.3,29.7,14.96892222,6.482831967,2.589772964,0.641094134,0.427396089
19095,IA,Iowa,8.7,30.7,15.84057655,3.284340384,0.915686009,0.366412214,0.427480916
55083,WI,Oconto,9.5,30.4,11.32983014,3.66796715,1.305507412,0.133629099,0.427613117
42035,PA,Clinton,10.9,32.4,17.59857641,5.635107457,1.967524869,0.150962385,0.427726758
37003,NC,Alexander,11.6,34,6.530453819,2.954079163,0.877679895,0.106974754,0.427899016
19119,IA,Lyon,9.3,31.9,11.21691582,3.213682757,0.988024077,0.427972267,0.427972267
42127,PA,Wayne,12.6,33.1,3.752989203,1.466020535,0.53181729,0.252913367,0.428007237
46111,SD,Sanborn,10.2,29.7,98.87176425,29.57613102,7.930033806,0.428082192,0.428082192
41013,OR,Crook,12.5,25.7,16.87106709,8.039679537,3.953004814,0.190494333,0.428612249
36073,NY,Orleans,9.7,28.5,12.26212788,5.556703653,2.994959331,0.166730183,0.428734756
48427,TX,Starr,8.4,29.6,44.95385477,32.75631315,20.8862465,0.127074895,0.42887777
29215,MO,Texas,13,32.6,18.07480601,5.826996017,3.488119103,0.233991108,0.428983699
55027,WI,Dodge,9.8,31.7,12.89699606,3.837079684,1.49145896,0.124189943,0.429019803
12075,FL,Levy,14.1,32.2,7.98576947,3.638273429,1.353439254,0.227198142,0.429152046
23025,ME,Somerset,11.5,35,15.25125919,7.172972271,3.333787751,0.195453746,0.429998241
31173,NE,Thurston,16.8,41.8,25.24219862,7.418730996,7.01696686,0.14349261,0.43047783
17117,IL,Macoupin,10.5,31,16.11736011,6.184269531,3.217700541,0.236798484,0.430542699
08105,CO,Rio Grande,6.9,23.2,12.18745358,5.368193353,1.686592781,0.344619626,0.430774533
48493,TX,Wilson,9.7,31.4,4.373064644,1.30897633,0.61189682,0.107753976,0.431015904
38039,ND,Griggs,10.2,26.9,32.82308871,6.32286129,2.092008278,0.431220354,0.431220354
53039,WA,Klickitat,10.3,27.5,35.73173171,12.58977303,4.882428086,0.431427065,0.431427065
55045,WI,Green,10.5,31.4,14.38960038,4.813002367,1.926678332,0.296791949,0.43169738
51101,VA,King William,10.3,26.3,10.92973688,3.285676138,0.808901668,0.18534536,0.432472507
38095,ND,Towner,11.2,30.1,34.79986631,6.596091015,2.826714277,0,0.432900433
13103,GA,Effingham,13.5,35.2,13.34337148,4.645808588,1.087139658,0.072172203,0.433033217
48131,TX,Duval,9.9,27.8,34.4872333,19.62877335,12.04258463,0.260123125,0.433538542
20145,KS,Pawnee,12.8,30.3,16.9257322,5.649827214,0.724155707,0.14459225,0.43377675
19039,IA,Clarke,10.2,30.5,7.917829197,2.270079641,0.863474396,0.325485516,0.433980688
22069,LA,Natchitoches,13,34.7,27.79146189,13.88490111,6.344872127,0.204258796,0.434049941
30077,MT,Powell,10.1,28,19.55018049,6.914913681,2.145593234,0.289477493,0.43421624
12093,FL,Okeechobee,11.6,31,47.83019433,28.77110371,10.62174132,0.306521239,0.434238422
28157,MS,Wilkinson,18.1,39.9,16.04662864,8.215706965,5.037825973,0.435208356,0.435208356
27073,MN,Lac qui Parle,10.1,28.8,11.30472693,3.576432691,0.833422739,0.290233638,0.435350457
28133,MS,Sunflower,15.2,42.2,36.32869632,24.68781393,10.25953455,0.218213558,0.436427117
48215,TX,Hidalgo,9.7,34.4,34.73428347,21.25028198,11.01901761,0.081821934,0.436784735
19021,IA,Buena Vista,10.1,33,9.535049222,3.500153186,1.075948453,0.19438235,0.437360288
40113,OK,Osage,12.4,34.5,31.36792738,13.05038735,4.382706598,0.0416832,0.437673246
31081,NE,Hamilton,7.3,32.5,10.94131641,2.750913276,0.597900884,0.109469075,0.4378763
19181,IA,Warren,10.4,31.1,14.15868722,2.876099641,1.152409449,0.10426224,0.43790141
16053,ID,Jerome,7.7,33.3,21.91358391,11.78232266,3.063688088,0.0438251,0.438250504
17053,IL,Ford,10.6,28.2,18.39287479,6.521869845,2.157858024,0.219170076,0.438340152
12045,FL,Gulf,11.1,30.9,18.73744314,6.677879687,2.860858171,0.250878073,0.439036628
17009,IL,Brown,8.2,27.6,23.96799448,13.05917589,0.219288825,0.292740047,0.43911007
12015,FL,Charlotte,14.1,25.7,41.81416901,14.13041547,4.144228567,0.112777046,0.439236915
02170,AK,Matanuska-Susitna,8.2,30.2,25.8567957,7.623940924,3.23636039,0.10216383,0.439304469
13155,GA,Irwin,12.4,29.2,7.444502137,3.378034769,1.055480161,0.109841828,0.439367311
13171,GA,Lamar,11.7,30.6,6.354509133,2.977537544,1.21251644,0.219695721,0.439391443
29075,MO,Gentry,11.9,28.7,3.04180153,1.18191287,0.396280306,0.439496045,0.439496045
45027,SC,Clarendon,17.2,42.3,5.053626573,2.350165902,1.126027049,0.175886026,0.439715065
48225,TX,Houston,11.3,28.3,39.36044797,22.90706828,5.755961643,0.13192032,0.4397344
05097,AR,Montgomery,14.3,33.8,22.22865979,11.19482588,3.305351981,0.110107906,0.440431623
31013,NE,Box Butte,11.8,33.9,33.08949583,12.94930915,2.80119006,0.352733686,0.440917108
30085,MT,Roosevelt,12.8,36.9,57.75846547,30.5435642,9.254105744,0.44122838,0.44122838
21003,KY,Allen,13.7,33.9,0.973505964,0.493938792,0.145440531,0.245290424,0.441522763
56007,WY,Carbon,8.2,28.2,54.06980491,14.93146211,4.592066988,0.189226694,0.441528952
48279,TX,Lamb,10.2,31,3.563505174,1.564501892,1.004455814,0.442021512,0.442021512
37149,NC,Polk,13.1,27.3,0.353169717,0.106059165,0.024823593,0.147369455,0.442108366
27039,MN,Dodge,8.3,24.9,8.961171023,1.197967656,0.216648085,0.098265612,0.442195254
51005,VA,Alleghany,11,33,13.27735107,4.727222029,1.354909268,0.12642225,0.442477876
13283,GA,Treutlen,12.3,32.9,5.728189003,1.946439329,0.828946982,0.147536146,0.442608439
09013,CT,Tolland,7.2,24.8,34.93115186,8.011685277,2.849582552,0.099096897,0.442632806
48093,TX,Comanche,10.8,28.3,15.33889724,7.771444822,0.693602088,0.073800738,0.442804428
12123,FL,Taylor,15.4,38.9,28.86027821,12.10733508,5.940300556,0.132849172,0.442830573
50019,VT,Orleans,9.3,28.5,14.00368782,6.072059009,2.721107598,0.480023632,0.443098737
47025,TN,Claiborne,14.8,30.8,21.28390077,10.21585144,3.880209329,0.126614333,0.443150165
20103,KS,Leavenworth,10.3,32.8,30.87112514,10.20432323,3.268532878,0.101526708,0.444179347
31177,NE,Washington,8,31.5,3.228795345,0.444553256,0.160127066,0.098726429,0.444268931
32021,NV,Mineral,11.2,28,84.42584937,34.26646477,14.14135415,0.222222222,0.444444444
13209,GA,Montgomery,13.4,36.2,13.40201973,7.441744345,3.378587078,0.111222333,0.444889334
20035,KS,Cowley,11.2,36,31.45237724,13.69155088,3.938502961,0.139031783,0.444901705
19087,IA,Henry,11.5,34.6,30.57730924,10.38100688,3.576816056,0.148389969,0.445169907
13177,GA,Lee,10.7,31.2,15.18821679,3.744743151,1.485985578,0.205542804,0.445342743
37143,NC,Perquimans,13.5,32.6,3.401146931,1.098489156,0.556631479,0.148522204,0.445566612
48459,TX,Upshur,10.7,29.6,11.84758936,5.111077849,1.793339123,0.099122764,0.446052436
18165,IN,Vermillion,14.3,33.1,12.78068609,4.958437802,1.824517389,0.191168037,0.446058752
22077,LA,Pointe Coupee,11.5,35.3,12.29468145,5.986718528,2.396534999,0.401678122,0.446309024
55037,WI,Florence,11.8,32,11.92127117,5.31212331,1.607143753,0.446328944,0.446328944
12069,FL,Lake,14.7,29.3,27.5003404,10.79236923,3.741113928,0.129874244,0.446640692
29069,MO,Dunklin,11.4,32,20.94100126,10.78633486,6.132310055,0.414752425,0.446656457
51169,VA,Scott,14.1,31.2,10.59714876,3.976838032,1.957448933,0.268048606,0.446747677
29109,MO,Lawrence,10,30,11.46521075,4.812226652,2.209303194,0.184099098,0.447097809
05017,AR,Chicot,15.2,43.1,60.30271666,33.39104809,17.05570125,0.268336315,0.447227191
17187,IL,Warren,10.5,30.5,6.649266934,3.501639958,1.306375831,0.335683115,0.447577487
22001,LA,Acadia,12.9,33.1,1.759924293,0.601998005,0.259316689,0.336075281,0.448100374
42121,PA,Venango,13.2,34.7,9.1211636,2.983534911,1.374221808,0.168133161,0.448355097
35057,NM,Torrance,9.9,26.1,39.735921,19.18091844,8.929104369,0.128114791,0.448401768
17045,IL,Edgar,10.1,30.3,35.98344093,15.4656718,6.780186547,0.168152009,0.448405358
48473,TX,Waller,12,33.6,15.02890819,11.34109972,1.285632267,0.085433575,0.448526271
36033,NY,Franklin,9.6,30.3,22.96738473,9.054365793,3.060373461,0.253599157,0.448675432
02220,AK,Sitka,6.7,28.7,18.37912129,4.132906236,1.508926895,0.449438202,0.449438202
42117,PA,Tioga,12,30.3,10.50256112,4.59972496,0.759685319,0.236552018,0.449448834
29209,MO,Stone,13,33.2,1.582925416,0.547380416,0.208578971,0.160751029,0.450102881
01023,AL,Choctaw,18.1,40.8,19.50281549,7.290419052,6.138276317,0.22517451,0.45034902
39067,OH,Harrison,13.2,30.3,2.404541473,1.010526258,0.497745331,0.257350576,0.450363508
01131,AL,Wilcox,19.3,44.9,42.82029621,30.46474603,12.01811232,0.630744278,0.450531627
53003,WA,Asotin,12.9,33.4,18.86470634,5.715317698,2.095523428,0.225336879,0.450673757
40073,OK,Kingfisher,12.2,32.1,12.05658876,2.494964404,1.103642726,0.257532835,0.450682462
27127,MN,Redwood,9.1,32.6,43.1468308,13.23837942,3.242950926,0.386722527,0.451176281
31099,NE,Kearney,8.4,31.1,11.3333232,2.465774623,0.724797285,0.45153522,0.45153522
47161,TN,Stewart,15.2,31.4,1.856268325,0.728798138,0.332811471,0.150613751,0.451841253
29121,MO,Macon,12.6,32.8,17.08082886,7.429652696,1.915961258,0.258414626,0.452225596
47029,TN,Cocke,15.8,34.4,21.25418442,11.69399437,7.25578782,0.141346752,0.452309606
06043,CA,Mariposa,10.7,24.4,17.49940749,6.126659414,1.000680409,0.565546884,0.452437507
55103,WI,Richland,9.5,31.8,20.40637106,7.713975584,2.344750097,0.283093647,0.452949836
19183,IA,Washington,9.4,31.5,6.876041445,1.510726301,0.601745543,0.181241504,0.453103761
05109,AR,Pike,12.4,37.8,23.05731952,10.98576775,3.216733314,0.362844702,0.453555878
48243,TX,Jeff Davis,12.4,26.2,29.42925018,4.573973971,1.994360577,0.907441016,0.453720508
28139,MS,Tippah,12.8,33.9,11.20338353,6.064799285,2.631830517,0.226870548,0.453741095
05033,AR,Crawford,11.4,35.1,16.92447903,7.836892252,2.633405989,0.129665948,0.453830818
40089,OK,McCurtain,14,35.3,16.61634489,8.87607355,3.170836638,0.272314675,0.453857791
48009,TX,Archer,10.6,27.1,23.7207022,5.433837959,1.656167214,0.113494496,0.453977982
13027,GA,Brooks,14.5,33.5,8.342279466,3.659813291,1.514563581,0.194577766,0.454014788
23017,ME,Oxford,10.9,31.4,6.607501766,2.290284365,1.11686195,0.262063664,0.454243684
46115,SD,Spink,9.9,31.4,43.5972276,12.47628566,2.10793428,0.303122158,0.454683237
13197,GA,Marion,14,32.9,0.05590747,0.028811417,0.009753345,0.227350233,0.454700466
37065,NC,Edgecombe,16.4,40.8,12.97790878,7.771036012,3.812558617,0.218447927,0.455099849
01021,AL,Chilton,13.3,35.9,3.368006577,1.460530961,0.697277475,0.136577815,0.455259384
05121,AR,Randolph,12.7,35.3,32.0700913,14.59191011,6.107873291,0.284559786,0.455295658
51149,VA,Prince George,12.3,33.2,31.08244075,10.04518997,1.760429493,0.08035786,0.455361209
01047,AL,Dallas,19,40.8,17.43509098,11.55627093,6.595094049,0.191795929,0.455515332
19051,IA,Davis,10.6,32.7,10.91892743,6.133795048,1.304572053,0.227764492,0.455528983
48285,TX,Lavaca,11.7,32,14.26071881,3.785020216,1.353846083,0.202829471,0.45636631
12105,FL,Polk,14.3,32.3,32.8693027,12.81345277,4.514097273,0.146540232,0.456953413
20121,KS,Miami,11,34.1,7.642322759,1.586420612,0.497254588,0.091402108,0.457010542
26127,MI,Oceana,13,34.8,3.668702288,2.004120643,1.02554142,0.228824225,0.45764845
31129,NE,Nuckolls,9.4,33.5,36.02918519,12.1426455,1.428153304,0.457770657,0.457770657
35043,NM,Sandoval,8,23.8,35.79409263,13.20608414,4.968965912,0.094471252,0.45782222
51011,VA,Appomattox,11.6,29.3,2.220026326,0.703730708,0.365418369,0.06544931,0.458145167
08095,CO,Phillips,7.8,22.8,4.713433348,1.693766311,0.340057618,0.916800367,0.458400183
13109,GA,Evans,13.4,33.5,7.892610612,2.674426072,1.449683902,0.275279868,0.45879978
47051,TN,Franklin,13.1,30.9,19.85488316,7.077883513,3.853796812,0.169073958,0.458915028
20119,KS,Meade,9.5,27,50.7163015,18.33655835,3.806457541,0.229515722,0.459031444
50001,VT,Addison,6.7,23,2.356941181,0.771649916,0.335698509,0.405306817,0.459347726
20203,KS,Wichita,10.8,29.4,99.99999993,37.1936102,8.304498256,0.919117647,0.459558824
20057,KS,Ford,8.7,30.6,20.94083701,7.750575682,1.86993856,0.20117833,0.459836183
18001,IN,Adams,13.9,32.8,8.645048653,3.315535556,1.356432975,0.20120146,0.459889052
26079,MI,Kalkaska,13,31.6,6.112062512,2.559441533,1.254217168,0.344946533,0.459928711
53047,WA,Okanogan,10.5,28,17.65965144,8.572845257,3.739794705,0.435940906,0.460159845
48013,TX,Atascosa,10.8,27.9,20.93053735,8.137976381,4.406526571,0.125591326,0.460501528
13253,GA,Seminole,14.2,30.7,5.610586278,2.48181395,1.183874848,0.690766751,0.460511167
29145,MO,Newton,9.3,32,14.75253725,5.338200826,1.553768102,0.102392573,0.460766579
01065,AL,Hale,16,40.4,11.83084613,4.647506988,1.61531421,0.197576396,0.461011591
48021,TX,Bastrop,9.7,33.1,28.8748736,11.40162833,3.41461513,0.140900998,0.461130538
